"id","profileName","text","date","title","rating","images","helpful","Colour"
"R3VNPU93DKGZNT","Vivek","used the product for 3 months, the watch stopped showing caller id after a week of usage, it always shows ""unknown"" for every call, couldn't find any solutions online. I've totally wasted my money on this product, I would definitely suggest to not go for this product its a total waste of money","Reviewed in India on 7 June 2022","not a great product",2,"",0,"Pitch Black"
"R2T0PH2K01T6RG","Akash","Alexa is the big highlight of this product, everything thing is amazing!! Just battery life is short from my expectations.... It lasts upto 4 days..","Reviewed in India on 27 April 2022","Great specs at this price range & health monitoring is mearly to accurate!!",5,"https://m.media-amazon.com/images/I/61bqjQnWPdL.jpg",0,"Olive Green"
"R3B8U041AAYO68","Raghunath Adhikari","All feature in the product is good, however within 3month from buying, the product is not getting charged all of sudden and this is 2nd no so good experience with the BOAT product and  now I started doubting the quality of this BOAT product","Reviewed in India on 17 January 2022","Not happy with Over all quality",3,"",0,"Olive Green"
"R3C8NS58MR70AI","BHASKAR V","Excellent product. Value for money. Since it's binding with the phone, doesn't use up your Blue-tooth channels, so that you can enjoy your music while working out, in parallel. Easy to set-up, good quality of nylo-rubber strap, rapid-charging enabled and battery quality is good.","Reviewed in India on 28 March 2022","Value for Money Product",5,"",0,"Olive Green"
"R2U6WZH5L3V7QI","Punitha Amuthan","Perfect for any age and it is so good for anyone who is looking for a good price in a amazing watch will recommend","Reviewed in India on 28 April 2022","Amazing",5,"",0,"Pitch Black"
"RZ37ZIA9AG5U6","Vibin","After 1 month use watch still working great 👍 but sleep tracking is no working some features works better accuracy calculate steps,bpm,..is not correctly","Reviewed in India on 18 November 2021","Budget friendly",4,"",0,"Deep Blue"
"R2XGFP12GJ2C94","mohammed nahdi"," Return this watch battery🔋 problem","Reviewed in India on 28 June 2022","Battery🔋 not working",5,"https://m.media-amazon.com/images/I/710eFrLVlmL.jpg",0,"Pitch Black"
"R76T28X4P2L0W","Prayas","Nice","Reviewed in India on 9 June 2022","Good",5,"",0,"Olive Green"
"R34YY9QZRGORME","Prathamesh Chavan","Nice","Reviewed in India on 24 April 2022",".",3,"",0,"Charcoal Black"
"R3LL1UBF3S7ZIQ","R Srivenkatesan","It is fine for keeping track of my daily walking. I overestimated it's use. The stress option is superfluous. It looks fine. But it mostly does not display time etc, simply by wrist movement. You have to push the ""key"" . I don't know about sleep tracking.","Reviewed in India on 11 August 2021","It does not seem to measure BP..",4,"",0,"Pitch Black"
"RAUOQBKS9RXOA","Prasad Bagul","I gifted this watch to her. she is very happy using it.I have noise watch evolve 2.But it gets disconnected again and again also have very few watchfaces.But the boat watch doesn't gets disconnected. It has unlimited watchfaces i really liked this watch.","Reviewed in India on 12 March 2022","Awesome",5,"https://m.media-amazon.com/images/I/61GzkxMRRyL.jpg",0,"Sandy Cream"
"R3JM1TXNHBK1VP","NAJIMODDIN","Good product","Reviewed in India on 7 June 2022","Nice watch",5,"",0,"Pitch Black"
"RDG5ZEXFIGZYW","Wazid","Product is good in everything.But battery life is not good is gives only 5-6 days backup at one time charge.","Reviewed in India on 6 March 2022","Amazing product",3,"https://m.media-amazon.com/images/I/61lDTCQip5L.jpg
https://m.media-amazon.com/images/I/71-JZH5XrcL.jpg",0,"Olive Green"
"R3JSP2Y4CTLQC8","Shristi ghosh",,"Reviewed in India on 11 June 2022","This is the best product in smart watch",5,"https://m.media-amazon.com/images/I/61a-yx-gNrL.jpg",0,"Pitch Black"
"R30TQYT5TM4BO1","Mubina",,"Reviewed in India on 6 February 2022","Nice product",4,"https://m.media-amazon.com/images/I/61KUOImCQFL.jpg",0,"Sandy Cream"
"R2EUZ79DX5E8D9","Nirali G Upadhyaya","It’s good for its price. I didn’t have too many expectations, I bought it for basic health and fitness tracking along with showing time.","Reviewed in India on 18 November 2021","Good for its price",4,"",0,"Sandy Cream"
"RX0LON819KV5I","Akshansh Mittal","This watch is very good, Im using this from last two days. I see that steps count is accurate and all features are very good. Only drawback is the battery backup. With heavy use battery is 60% and that means this will not even last for 3 days.Overall I recommend this watch.","Reviewed in India on 10 July 2021","Nice watch in this price segment",4,"",0,"Pitch Black"
"R2YPHE0FMYQ8G2","Rakesh Kumar","It's ok","Reviewed in India on 30 January 2022","Very nice",4,"",0,"Pitch Black"
"R2FNY3OH3BEI8T","YAWAR","Really nice to find this smartwatch. I bought this @2499. Every feature is really nice specially the sleep tracking. For me, sleep tracking is is helping me to know about my soundness of sleep. I almost daily use the outdoor walk mode as I walk for 45-50 mins daily after dinner.","Reviewed in India on 1 March 2022","Nice gadget. Beautiful colour (mine-olivegreen).",5,"",1,"Olive Green"
"R14ZFLCE3AG98U","Subhasree bhattacharjee","I liked the Alexa feature worth of money.","Reviewed in India on 27 May 2022","It's great",5,"",0,"Pitch Black"
"R2SVVCX9Y2MD0H","ronak","I loved the watch","Reviewed in India on 4 June 2022","I loved the watch",5,"",0,"Sandy Cream"
"RA6R2GRE8K9XN","Sangeeta kumari kar","Like this product thank you amazon","Reviewed in India on 31 May 2022","Amazing",5,"https://m.media-amazon.com/images/I/612JhRbogcL.jpg",0,"Charcoal Black"
"R3OLCJEY89TF69","Kalyan kumar","Alexa was not connecting","Reviewed in India on 22 January 2022","Alexa not working",4,"",0,"Pitch Black"
"R2PSPOIMYSCE32","vishal jaiswal","Good","Reviewed in India on 9 June 2022","Better",5,"",0,"Charcoal Black"
"R1EPX445TG7XR1","Shankar Todkar",,"Reviewed in India on 11 June 2022","Awesome ....money to worth built quality but less features provided.",5,"https://m.media-amazon.com/images/I/81Y3D6LmzqL.jpg",0,"Olive Green"
"R2A5MJRZKRF3EI","Suren","For only simple users.... Not heavy users","Reviewed in India on 9 April 2022","Good one",3,"",0,"Sandy Cream"
"R2FFSHHVULV2QA","tejal pande","I wanted to gift a friend this smart watch.The display looks very classy and it works absolutely perfect.Its a little slow tho , it reacts to the commands after 2/3 secs but besides that the watch is good for evryday normal use.Gets charged within 1hr and stays for 2 days.","Reviewed in India on 18 July 2021","Good at this price",4,"https://images-na.ssl-images-amazon.com/images/I/915aIOzH5dL.jpg",1,"Pitch Black"
"R4V75LQQZD9EK","Vinay Kiran Merugu","Jst love this watch 😍Go for it without no doubt 🧐","Reviewed in India on 19 May 2022","Must buy product",5,"https://m.media-amazon.com/images/I/71mBQMrbhUL.jpg
https://m.media-amazon.com/images/I/71x0tDlXyLL.jpg
https://m.media-amazon.com/images/I/71ybBYftd2L.jpg
https://m.media-amazon.com/images/I/81YsBKmSB8L.jpg",0,"Pitch Black"
"R255FRTVGIZ47P","Preeti","Looks are good the quality of the wrist belt is also good. 90% accurate.Sports options does not contain zumba and dance.","Reviewed in India on 2 December 2021","Good looking and quite accurate",4,"https://m.media-amazon.com/images/I/61Hr5h+RMzL.jpg
https://m.media-amazon.com/images/I/61KqDZMR9BL.jpg",0,"Sandy Cream"
"R37V0D7MNVGVRV","Abid Khan","Battery backup  is huge ..... easily run ten days..... without charge.sensor are working properly....but sometimes issue with app connection....auto lose connectivity...Face market is there for daily face swapping.....they should  add more ,.... features like remote camera shutter....and tTrack title display on music control.","Reviewed in India on 4 August 2021","Display is not as full as shown.",4,"",0,"Pitch Black"
"RZEWY97WQPWZW","Sumita D.",,"Reviewed in India on 21 January 2022","Nice",4,"https://m.media-amazon.com/images/I/61+TV3WlktL.jpg",0,"Sandy Cream"
"R1JCZNZVGLHUGQ","vaibhav pawar","Nice 👍","Reviewed in India on 7 June 2022","Good product",5,"",0,"Charcoal Black"
"R241VAHY49UTGC","Amazon Customer","All features are excellent except touch screen","Reviewed in India on 13 January 2022","4 star",4,"",0,"Olive Green"
"ROM3HM8LH4CKF","Heeya Patel","Absolutely love the watch!","Reviewed in India on 3 June 2022","Boat Smartwatch",5,"",0,"Pitch Black"
"RU7OG3O95OJ5U","Suvankar molla",,"Reviewed in India on 7 June 2022","This watch just took my heart away . It's is really fantastic, value for money , Thank you amazon .",5,"https://m.media-amazon.com/images/I/7161YkqPq-L.jpg
https://m.media-amazon.com/images/I/71aLjP7C08L.jpg",0,"Charcoal Black"
"RBZYBMTAX3QGQ","Deepak",,"Reviewed in India on 26 January 2022","Attractive",4,"https://m.media-amazon.com/images/I/6151Ng3tfeL.jpg",0,"Pitch Black"
"RW73SQM0YJ0ZV","Ritulyadav","I like this watch very awesome","Reviewed in India on 30 May 2022","Awesome watch",5,"",0,"Charcoal Black"
"R2C8UZJAKILGML","ARUN"," I am not like this product. Bacsically time view laag. boAt extrend👎","Reviewed in India on 6 April 2022","It is a great delay for time to come to light.. I am not satisfied👎👎👎",3,"",0,"Olive Green"
"R2T93UR9A4OFXC","Yogesh Upadhyay","All rights","Reviewed in India on 22 January 2022","Nice watch",4,"https://m.media-amazon.com/images/I/51J6im7esTL.jpg
https://m.media-amazon.com/images/I/51X5HAtW-cL.jpg
https://m.media-amazon.com/images/I/61WuYav+WzL.jpg",0,"Charcoal Black"
"R2NLS3L4EW1UV2","Pankaj Trivedi","Not working in my phone so I want to return this product and refund my payment thank you","Reviewed in India on 13 October 2022","Return product not working my phone refund my money",1,"",0,"Charcoal Black"
"R17V1QVAY97JNC","Piyush Abraham","Yo I like the product but why you send me a used watch with all new sealed package box and someone used this watch before me and missing a covering boat logo over on watch too also unfortunately someone use this watch between on shipping days.time and date present in app","Reviewed in India on 17 July 2021","Used watch .......",4,"",0,"Pitch Black"
"RL7LHPVJ79GMA","Sarthak Bhardwaj","• Display quality is not too good as expected• spo2 feature is ok• built quality will be more better but in this price range it is good• built in watch faces are limited in app but you can customise it according to your choice• overall I give it 4 star","Reviewed in India on 11 July 2021","Just ok ok",4,"https://images-na.ssl-images-amazon.com/images/I/C1hJCtOV4qS.jpg",1,"Pitch Black"
"R9YMHG77CTRE9","Shinu Shaikh"," I want to return my watch .Because this products is not goodBattery is very very very poor .2days is running not good ,.,..Plzz do not buy this product gus....3rd class product","Reviewed in India on 12 February 2022","Very bad product....,",3,"https://m.media-amazon.com/images/I/718QHIyzHkL.jpg
https://m.media-amazon.com/images/I/71G5UKbTyWL.jpg
https://m.media-amazon.com/images/I/71crnqjfZ2L.jpg
https://m.media-amazon.com/images/I/81Iu90d3GYL.jpg",0,"Olive Green"
"R2M9CPPU1ZR1WI","Salim Shaikh","Value for money","Reviewed in India on 5 June 2022","Very Good Smart Watch",5,"",0,"Pitch Black"
"RIUTFETT5JMTF","Subham Subhapad Nayak","The inner screen is small , everything else is good 👍","Reviewed in India on 25 December 2021","The recording features",4,"https://m.media-amazon.com/images/I/61aNYTuW7aL.jpg",0,"Pitch Black"
"R26IXECSTP7I3H","FC MOHAN"," Boat is very very coooooooool.iam so impressed 🥰🥰🥰","Reviewed in India on 22 June 2022","It's very good",5,"",0,"Charcoal Black"
"R5BLFNEO6JDD0","Keyur dudhat ","5 MONTHS ME KHARAB HOGAYA. I STAY IN BORIVALI MUMBAI, THE SERVICE CENTER IS FULL EVERY DAY MORE THAN 50 PEOPLES STANDING IN LINE EVERYDAY. I CANT AFFORD TO STAND WHOLE DAY IN THE QUE. THE SERVICE CENTER IN BORIVALI JAVA TELECOM IS FOR BOAT AND NOISE . BOAT DOESNT HAVE AN PRIVATE SERVICE CENTER IN BORIVALI.  BOAT SHOULD MAKE THEIR PRODUCTS DURABLE OR OPEN MORE SERVICE CENTER OR STOP SELLING THESE PRODUCTS","Reviewed in India on 5 September 2022","NOT WORKING IN JUST 5 MONTHS.",1,"",0,"Charcoal Black"
"R2U5VIHYP06Q4R","Amazon Customer","I gifted my husband on our anniversary he loved it.look is very nice","Reviewed in India on 20 December 2021","My husband loved it☺️",4,"",0,"Pitch Black"
"R3NZ3GQXVCAFY0","Sanjana praveen","Very nice  m happy","Reviewed in India on 19 January 2022","It's ossam",4,"",0,"Pitch Black"
"RQ6YCB7SDXNBJ","Abdul Salam","The best in price range working and accurate sensors. Real value for money.Alexa Feature Really Works.Touch Screen Works great touch screen smooth and clear .","Reviewed in India on 26 April 2022","The best on price range",5,"https://m.media-amazon.com/images/I/81ZnaGm3tNL.jpg",0,"Charcoal Black"
"R1RH9UKCFC780I","Vishal Mishra","Accuracy is inappropriate","Reviewed in India on 27 April 2022","Good good type",3,"",0,"Olive Green"
"RP9CIHVVPG2PY","Atul Kumar Agrawal","Nice watch","Reviewed in India on 20 January 2022","Good one",4,"",0,"Sandy Cream"
"R23LKU7PJEFITS","SUBHA","Have been suing for last few month , facing connectivity issue & most of the time showing disconnected watch & Appgood designgood coverage of informationBut facing issue & no resolution provided","Reviewed in India on 25 January 2022","Ok Product - Connectivity issue",3,"",0,"Sandy Cream"
"R2ICVZXLACWU6F","Sandeep","Overall very nice, sometimes not getting Gmail notifications..please fix it","Reviewed in India on 4 January 2022","Sometimes not getting Gmail notifications",4,"",0,"Pitch Black"
"R12JRK1V02TAFC","Harish Kumar"," The build quality and look is excellent.1. Touch is good but feels a bit lagging.2. SpO2, stress measurements etc., are great if not very accurate. When placed on other surfaces there are no measurements as expected (see video). Unlike other brands in this price range, the health sensors are reliable.3. Music control response is pretty quick and responsive.4. Alexa voice recognition is really good and accurate.6. Sleep pattern sensors are great and tracks them perfectly5. There are several good customisable watch faces as well.Overall it is a good budget smartwatch. I highly recommend it for this price range.","Reviewed in India on 24 August 2021","Best smartwatch under 5k",5,"https://m.media-amazon.com/images/I/A1fGGvAoJaL.jpg",1,"Pitch Black"
"RHM54WKIR3KGZ","Arvind kumar","I like to watch design is so premium","Reviewed in India on 8 January 2022","2200 this price point is best smart watch",4,"https://m.media-amazon.com/images/I/61DZJ5yBTtL.jpg
https://m.media-amazon.com/images/I/71jcE21m7TL.jpg
https://m.media-amazon.com/images/I/81EVF9IdNaL.jpg",0,"Deep Blue"
